🕒 Transcription Log
[1548/58949] SKIPPED: tmp0_r5jlmg.wav
[1549/58949] SKIPPED: tmp0_r6gco0.wav
[1550/58949] SKIPPED: tmp0_rcrnti.wav
[1551/58949] SKIPPED: tmp0_s5skgc.wav
[1552/58949] SKIPPED: tmp0_tm52ml.wav
[1553/58949] SKIPPED: tmp0_ts78xg.wav
[1554/58949] SKIPPED: tmp0_twx8a9.wav
[1555/58949] SKIPPED: tmp0_uxr8zk.wav
[1556/58949] SKIPPED: tmp0_vdf7re.wav
[1557/58949] SKIPPED: tmp0_vknxgn.wav
[1558/58949] SKIPPED: tmp0_wx89ve.wav
[1559/58949] SKIPPED: tmp0_xcse6x.wav
[1560/58949] SKIPPED: tmp0_y5k3xm.wav
[1561/58949] SKIPPED: tmp0_yals0y.wav
[1562/58949] SKIPPED: tmp0_ycg5b7.wav
[1563/58949] SKIPPED: tmp0_yhrp5a.wav
[1564/58949] SKIPPED: tmp0_ys8nvu.wav
[1565/58949] SKIPPED: tmp0_z4aci3.wav
[1566/58949] SKIPPED: tmp0_zxsq19.wav
[1567/58949] SKIPPED: tmp0__3852s.wav
[1568/58949] SKIPPED: tmp0__cjlp0.wav
[1569/58949] SKIPPED: tmp100saa4e.wav
[1570/58949] SKIPPED: tmp102iyysj.wav
[1571/58949] SKIPPED: tmp1035hwhv.wav
[1572/58949] SKIPPED: tmp1036z92l.wav
[1573/58949] SKIPPED: tmp103hvjo_.wav
[1574/58949] SKIPPED: tmp1040nxsh.wav
[1575/58949] SKIPPED: tmp104_gzzk.wav
[1576/58949] SKIPPED: tmp106yd4my.wav
[1577/58949] SKIPPED: tmp107ty5v4.wav
[1578/58949] SKIPPED: tmp107veh3i.wav
[1579/58949] SKIPPED: tmp108vasv3.wav
[1580/58949] SKIPPED: tmp109fwhq8.wav
[1581/58949] SKIPPED: tmp109s_xm1.wav
[1582/58949] SKIPPED: tmp10anddbm.wav
[1583/58949] SKIPPED: tmp10bh5cdn.wav
[1584/58949] SKIPPED: tmp10c2_36m.wav
[1585/58949] SKIPPED: tmp10d5g5ts.wav
[1586/58949] SKIPPED: tmp10djw5ed.wav
[1587/58949] SKIPPED: tmp10eqwqhr.wav
[1588/58949] SKIPPED: tmp10g457yz.wav
[1589/58949] SKIPPED: tmp10gehn17.wav
[1590/58949] SKIPPED: tmp10hvhyl7.wav
[1591/58949] SKIPPED: tmp10igmqzn.wav
[1592/58949] SKIPPED: tmp10k0tx00.wav
[1593/58949] SKIPPED: tmp10k86lch.wav
[1594/58949] SKIPPED: tmp10ke6xa9.wav
[1595/58949] SKIPPED: tmp10lzm3ez.wav
[1596/58949] SKIPPED: tmp10m4w186.wav
[1597/58949] SKIPPED: tmp10mj2wm5.wav
[1598/58949] SKIPPED: tmp10nbr5na.wav
[1599/58949] SKIPPED: tmp10oi4ay1.wav
[1600/58949] SKIPPED: tmp10ox88qg.wav
[1601/58949] SKIPPED: tmp10p4v1za.wav
[1602/58949] SKIPPED: tmp10pzpzf1.wav
[1603/58949] SKIPPED: tmp10r76lxi.wav
[1604/58949] SKIPPED: tmp10rroi2y.wav
[1605/58949] SKIPPED: tmp10se_df3.wav
[1606/58949] SKIPPED: tmp10suf26u.wav
[1607/58949] SKIPPED: tmp10ugvl5w.wav
[1608/58949] SKIPPED: tmp10vmq6pk.wav
[1609/58949] SKIPPED: tmp10x2irgp.wav
[1610/58949] SKIPPED: tmp10xo_axk.wav
[1611/58949] SKIPPED: tmp10ygdy44.wav
[1612/58949] SKIPPED: tmp10zxenlg.wav
[1613/58949] SKIPPED: tmp10_h4bvi.wav
[1614/58949] SKIPPED: tmp111r7106.wav
[1615/58949] SKIPPED: tmp113c8hg1.wav
[1616/58949] SKIPPED: tmp113wd_6f.wav
[1617/58949] SKIPPED: tmp114q572f.wav
[1618/58949] SKIPPED: tmp115tf1gt.wav
[1619/58949] SKIPPED: tmp1165v5bz.wav
[1620/58949] SKIPPED: tmp116a9ati.wav
[1621/58949] SKIPPED: tmp116mhbfg.wav
[1622/58949] SKIPPED: tmp118iv514.wav
[1623/58949] SKIPPED: tmp118r0680.wav
[1624/58949] SKIPPED: tmp119dbhpw.wav
[1625/58949] SKIPPED: tmp11a6flz5.wav
[1626/58949] SKIPPED: tmp11at4i5d.wav
[1627/58949] SKIPPED: tmp11bihki1.wav
[1628/58949] SKIPPED: tmp11bj1a4u.wav
[1629/58949] SKIPPED: tmp11do76n_.wav
[1630/58949] SKIPPED: tmp11e894ea.wav
[1631/58949] SKIPPED: tmp11ebad4c.wav
[1632/58949] SKIPPED: tmp11f8gy1c.wav
[1633/58949] SKIPPED: tmp11fjdkzq.wav
[1634/58949] SKIPPED: tmp11i4t7j3.wav
[1635/58949] SKIPPED: tmp11i7n9i9.wav
[1636/58949] SKIPPED: tmp11j14sdg.wav
[1637/58949] SKIPPED: tmp11jqsuqm.wav
[1638/58949] SKIPPED: tmp11juatf1.wav
[1639/58949] SKIPPED: tmp11kj845u.wav
[1640/58949] SKIPPED: tmp11kps1lh.wav
[1641/58949] SKIPPED: tmp11kyphf2.wav
[1642/58949] SKIPPED: tmp11mphemh.wav
[1643/58949] SKIPPED: tmp11mruyqq.wav
[1644/58949] SKIPPED: tmp11my7kw0.wav
[1645/58949] SKIPPED: tmp11n03yz8.wav
[1646/58949] SKIPPED: tmp11ne510u.wav
[1647/58949] SKIPPED: tmp11nt0525.wav
[1648/58949] SKIPPED: tmp11ogmz67.wav
[1649/58949] SKIPPED: tmp11pfy_4d.wav
[1650/58949] SKIPPED: tmp11r901oc.wav
[1651/58949] SKIPPED: tmp11rgsf_p.wav
[1652/58949] SKIPPED: tmp11rw17_t.wav
[1653/58949] SKIPPED: tmp11sm_017.wav
[1654/58949] SKIPPED: tmp11uhkt32.wav
[1655/58949] SKIPPED: tmp11un89c6.wav
[1656/58949] SKIPPED: tmp11w7t4zf.wav
[1657/58949] SKIPPED: tmp11xkfp1l.wav
[1658/58949] SKIPPED: tmp11y4wq2h.wav
[1659/58949] SKIPPED: tmp11yxngyq.wav
[1660/58949] SKIPPED: tmp11_pt3mb.wav
[1661/58949] SKIPPED: tmp11_rjzfg.wav
[1662/58949] SKIPPED: tmp12039its.wav
[1663/58949] SKIPPED: tmp1204v6j2.wav
[1664/58949] SKIPPED: tmp120i3cgm.wav
[1665/58949] SKIPPED: tmp12146kao.wav
[1666/58949] SKIPPED: tmp121euklm.wav
[1667/58949] SKIPPED: tmp122uxzbq.wav
[1668/58949] SKIPPED: tmp122w6yxp.wav
[1669/58949] SKIPPED: tmp122xzkod.wav
[1670/58949] SKIPPED: tmp123mu4gh.wav
[1671/58949] SKIPPED: tmp1247l2px.wav
[1672/58949] SKIPPED: tmp124f790o.wav
[1673/58949] SKIPPED: tmp1255zsv1.wav
[1674/58949] SKIPPED: tmp125m3j0o.wav
[1675/58949] SKIPPED: tmp125ywwy2.wav
[1676/58949] SKIPPED: tmp126horwd.wav
[1677/58949] SKIPPED: tmp126k9nok.wav
[1678/58949] SKIPPED: tmp1276jhmb.wav
[1679/58949] SKIPPED: tmp127pii75.wav
[1680/58949] SKIPPED: tmp127se0vj.wav
[1681/58949] SKIPPED: tmp127u6xw8.wav
[1682/58949] SKIPPED: tmp127zj9d6.wav
[1683/58949] SKIPPED: tmp128c6rzx.wav
[1684/58949] SKIPPED: tmp129lwlr4.wav
[1685/58949] SKIPPED: tmp12a28za1.wav
[1686/58949] SKIPPED: tmp12b6_0a4.wav
[1687/58949] SKIPPED: tmp12be_c4x.wav
[1688/58949] SKIPPED: tmp12bfg20g.wav
[1689/58949] SKIPPED: tmp12ccg88e.wav
[1690/58949] SKIPPED: tmp12cc_jvf.wav
[1691/58949] SKIPPED: tmp12cpapmv.wav
[1692/58949] SKIPPED: tmp12c_6l88.wav
[1693/58949] SKIPPED: tmp12dbt1rd.wav
[1694/58949] SKIPPED: tmp12fqnbdt.wav
[1695/58949] SKIPPED: tmp12glcnu1.wav
[1696/58949] SKIPPED: tmp12hxp5rg.wav
[1697/58949] SKIPPED: tmp12it575w.wav
[1698/58949] SKIPPED: tmp12j7ajhi.wav
[1699/58949] SKIPPED: tmp12ja2_nv.wav
[1700/58949] SKIPPED: tmp12ji134z.wav
[1701/58949] SKIPPED: tmp12jwdrua.wav
[1702/58949] SKIPPED: tmp12kiol6o.wav
[1703/58949] SKIPPED: tmp12ltgtk4.wav
[1704/58949] SKIPPED: tmp12m0zuvb.wav
[1705/58949] SKIPPED: tmp12m6_yg5.wav
[1706/58949] SKIPPED: tmp12me6hfh.wav
[1707/58949] SKIPPED: tmp12pqfx8a.wav
[1708/58949] SKIPPED: tmp12re0ugn.wav
[1709/58949] SKIPPED: tmp12riwxb0.wav
[1710/58949] SKIPPED: tmp12rv5h9e.wav
[1711/58949] SKIPPED: tmp12s49pf4.wav
[1712/58949] SKIPPED: tmp12slqj9x.wav
[1713/58949] SKIPPED: tmp12vk7gj1.wav
[1714/58949] SKIPPED: tmp12voi13i.wav
[1715/58949] SKIPPED: tmp12vu2qln.wav
[1716/58949] SKIPPED: tmp12vv183j.wav
[1717/58949] SKIPPED: tmp12w1er__.wav
[1718/58949] SKIPPED: tmp12wlb9zt.wav
[1719/58949] SKIPPED: tmp12xovbia.wav
[1720/58949] SKIPPED: tmp12y5n9ww.wav
[1721/58949] SKIPPED: tmp12zf3chi.wav
[1722/58949] SKIPPED: tmp130c0kyf.wav
[1723/58949] SKIPPED: tmp132y4xkq.wav
[1724/58949] SKIPPED: tmp133o30zm.wav
[1725/58949] SKIPPED: tmp133s28ot.wav
[1726/58949] SKIPPED: tmp134b5uy3.wav
[1727/58949] SKIPPED: tmp134lhpal.wav
[1728/58949] SKIPPED: tmp1359xq0w.wav
[1729/58949] SKIPPED: tmp136qfo_5.wav
[1730/58949] SKIPPED: tmp137vwn1s.wav
[1731/58949] SKIPPED: tmp1399i95d.wav
[1732/58949] SKIPPED: tmp13a7fy98.wav
[1733/58949] SKIPPED: tmp13a9zw1e.wav
[1734/58949] SKIPPED: tmp13b1q8i0.wav
[1735/58949] SKIPPED: tmp13b6i74i.wav
[1736/58949] SKIPPED: tmp13bjs8_q.wav
[1737/58949] SKIPPED: tmp13bw338f.wav
[1738/58949] SKIPPED: tmp13cafaga.wav
[1739/58949] SKIPPED: tmp13esn0do.wav
[1740/58949] SKIPPED: tmp13fbasy7.wav
[1741/58949] SKIPPED: tmp13g10wqe.wav
[1742/58949] SKIPPED: tmp13go71ez.wav
[1743/58949] SKIPPED: tmp13gvn3l3.wav
[1744/58949] SKIPPED: tmp13h5tgh6.wav
[1745/58949] SKIPPED: tmp13hgij_2.wav
[1746/58949] SKIPPED: tmp13hvrobo.wav
[1747/58949] SKIPPED: tmp13i96nku.wav
[1748/58949] SKIPPED: tmp13i_hh_4.wav
[1749/58949] SKIPPED: tmp13kbjynn.wav
[1750/58949] SKIPPED: tmp13lpf5t8.wav
[1751/58949] SKIPPED: tmp13m3newo.wav
[1752/58949] SKIPPED: tmp13ptnxzo.wav
[1753/58949] SKIPPED: tmp13qgx3bh.wav
[1754/58949] SKIPPED: tmp13qm9xpo.wav
[1755/58949] SKIPPED: tmp13q_grar.wav
[1756/58949] SKIPPED: tmp13rlrduk.wav
[1757/58949] SKIPPED: tmp13sle110.wav
[1758/58949] SKIPPED: tmp13sroir0.wav
[1759/58949] SKIPPED: tmp13t35f0g.wav
[1760/58949] SKIPPED: tmp13w7q0_3.wav
[1761/58949] SKIPPED: tmp13xy03rp.wav
[1762/58949] SKIPPED: tmp13yf8pia.wav
[1763/58949] SKIPPED: tmp13_ubd19.wav
[1764/58949] SKIPPED: tmp140zuw10.wav
[1765/58949] SKIPPED: tmp141lljaw.wav
[1766/58949] SKIPPED: tmp141xbfb1.wav
[1767/58949] SKIPPED: tmp141zlvx0.wav
[1768/58949] SKIPPED: tmp1421aah2.wav
[1769/58949] SKIPPED: tmp142e_sev.wav
[1770/58949] SKIPPED: tmp142sdf80.wav
[1771/58949] SKIPPED: tmp143mkw19.wav
[1772/58949] SKIPPED: tmp144teeo9.wav
[1773/58949] SKIPPED: tmp144uc4wg.wav
[1774/58949] SKIPPED: tmp144xc439.wav
[1775/58949] SKIPPED: tmp1459lrkf.wav
[1776/58949] SKIPPED: tmp145kwrwa.wav
[1777/58949] SKIPPED: tmp14620x0v.wav
[1778/58949] SKIPPED: tmp147mopz0.wav
[1779/58949] SKIPPED: tmp14a10mt6.wav
[1780/58949] SKIPPED: tmp14ajg8yc.wav
[1781/58949] SKIPPED: tmp14axj2fs.wav
[1782/58949] SKIPPED: tmp14c57ulv.wav
[1783/58949] SKIPPED: tmp14c95rg1.wav
[1784/58949] SKIPPED: tmp14equyju.wav
[1785/58949] SKIPPED: tmp14fiidw0.wav
[1786/58949] SKIPPED: tmp14hz77iz.wav
[1787/58949] SKIPPED: tmp14i0_2sm.wav
[1788/58949] SKIPPED: tmp14i4512w.wav
[1789/58949] SKIPPED: tmp14iy7420.wav
[1790/58949] SKIPPED: tmp14ldt8fp.wav
[1791/58949] SKIPPED: tmp14li0jg6.wav
[1792/58949] SKIPPED: tmp14nhm103.wav
[1793/58949] SKIPPED: tmp14ok5ax3.wav
[1794/58949] SKIPPED: tmp14ppqe0u.wav
[1795/58949] SKIPPED: tmp14pxr3tm.wav
[1796/58949] SKIPPED: tmp14qoz51w.wav
[1797/58949] SKIPPED: tmp14r14r5e.wav
[1798/58949] SKIPPED: tmp14r2zgg9.wav
[1799/58949] SKIPPED: tmp14rg0p4n.wav
[1800/58949] SKIPPED: tmp14uafnur.wav
[1801/58949] SKIPPED: tmp14vsqabj.wav
[1802/58949] SKIPPED: tmp14wi6g96.wav
[1803/58949] SKIPPED: tmp14x3c4f9.wav
[1804/58949] SKIPPED: tmp14z3p_mr.wav
[1805/58949] SKIPPED: tmp14zu5mzc.wav
[1806/58949] SKIPPED: tmp14zxlzvl.wav
[1807/58949] SKIPPED: tmp14_t6v83.wav
[1808/58949] SKIPPED: tmp14_vaxt_.wav
[1809/58949] SKIPPED: tmp151et6ea.wav
[1810/58949] SKIPPED: tmp151m6g9s.wav
[1811/58949] SKIPPED: tmp152bkhq3.wav
[1812/58949] SKIPPED: tmp152rh0ki.wav
[1813/58949] SKIPPED: tmp155muqm3.wav
[1814/58949] SKIPPED: tmp155ncao8.wav
[1815/58949] SKIPPED: tmp156eu51j.wav
[1816/58949] SKIPPED: tmp156xdlx5.wav
[1817/58949] SKIPPED: tmp15bc6d5s.wav
[1818/58949] SKIPPED: tmp15bl9nn8.wav
[1819/58949] SKIPPED: tmp15ctg_sv.wav
[1820/58949] SKIPPED: tmp15cw78yi.wav
[1821/58949] SKIPPED: tmp15d_gm7n.wav
[1822/58949] SKIPPED: tmp15e0usbk.wav
[1823/58949] SKIPPED: tmp15ebzv9m.wav
[1824/58949] SKIPPED: tmp15ed6gm1.wav
[1825/58949] SKIPPED: tmp15f72lyp.wav
[1826/58949] SKIPPED: tmp15g6y4au.wav
[1827/58949] SKIPPED: tmp15i6_u1w.wav
[1828/58949] SKIPPED: tmp15j46u1n.wav
[1829/58949] SKIPPED: tmp15j_24od.wav
[1830/58949] SKIPPED: tmp15kb9fw9.wav
[1831/58949] SKIPPED: tmp15kgml9e.wav
[1832/58949] SKIPPED: tmp15mhpn6r.wav
[1833/58949] SKIPPED: tmp15mqpp58.wav
[1834/58949] SKIPPED: tmp15nxu7sq.wav
[1835/58949] SKIPPED: tmp15os7uhn.wav
[1836/58949] SKIPPED: tmp15pehth8.wav
[1837/58949] SKIPPED: tmp15q6gure.wav
[1838/58949] SKIPPED: tmp15qzpnnf.wav
[1839/58949] SKIPPED: tmp15rr4x5g.wav
[1840/58949] SKIPPED: tmp15sh2v2c.wav
[1841/58949] SKIPPED: tmp15tvheux.wav
[1842/58949] SKIPPED: tmp15u4fyyg.wav
[1843/58949] SKIPPED: tmp15us2ycu.wav
[1844/58949] SKIPPED: tmp15ve1vqi.wav
[1845/58949] SKIPPED: tmp15xiykho.wav
[1846/58949] SKIPPED: tmp15xz9u3r.wav
[1847/58949] SKIPPED: tmp15x__xhn.wav
[1848/58949] SKIPPED: tmp15yafi3b.wav
[1849/58949] SKIPPED: tmp15zrym5d.wav
[1850/58949] SKIPPED: tmp160v3aon.wav
[1851/58949] SKIPPED: tmp160x220l.wav
[1852/58949] SKIPPED: tmp162usbx_.wav
[1853/58949] SKIPPED: tmp163f_974.wav
[1854/58949] SKIPPED: tmp163x7nsg.wav
[1855/58949] SKIPPED: tmp164qllav.wav
[1856/58949] SKIPPED: tmp164u0swl.wav
[1857/58949] SKIPPED: tmp164_vrqm.wav
[1858/58949] SKIPPED: tmp1664iczy.wav
[1859/58949] SKIPPED: tmp166cefd4.wav
[1860/58949] SKIPPED: tmp1685sx_k.wav
[1861/58949] SKIPPED: tmp16awr7ob.wav
[1862/58949] SKIPPED: tmp16bow6ak.wav
[1863/58949] SKIPPED: tmp16c92xgl.wav
[1864/58949] SKIPPED: tmp16cawzu9.wav
[1865/58949] SKIPPED: tmp16cl0qbi.wav
[1866/58949] SKIPPED: tmp16d11n1t.wav
[1867/58949] SKIPPED: tmp16d8_qsj.wav
[1868/58949] SKIPPED: tmp16g54fxv.wav
[1869/58949] SKIPPED: tmp16h9esj2.wav
[1870/58949] SKIPPED: tmp16ir5ais.wav
[1871/58949] SKIPPED: tmp16j_4_kr.wav
[1872/58949] SKIPPED: tmp16k0kabp.wav
[1873/58949] SKIPPED: tmp16lwso6s.wav
[1874/58949] SKIPPED: tmp16n49gqc.wav
[1875/58949] SKIPPED: tmp16new5_0.wav
[1876/58949] SKIPPED: tmp16o1aei5.wav
[1877/58949] SKIPPED: tmp16p0f_2p.wav
[1878/58949] SKIPPED: tmp16p7gr72.wav
[1879/58949] SKIPPED: tmp16q9fsaf.wav
[1880/58949] SKIPPED: tmp16qu3rvp.wav
[1881/58949] SKIPPED: tmp16sthpp8.wav
[1882/58949] SKIPPED: tmp16t9l9b_.wav
[1883/58949] SKIPPED: tmp16tund8m.wav
[1884/58949] SKIPPED: tmp16u8kwox.wav
[1885/58949] SKIPPED: tmp16uc751y.wav
[1886/58949] SKIPPED: tmp16ucxabb.wav
[1887/58949] SKIPPED: tmp16utpw7g.wav
[1888/58949] SKIPPED: tmp16v9gdsi.wav
[1889/58949] SKIPPED: tmp16vy5k4r.wav
[1890/58949] SKIPPED: tmp16wn5ru_.wav
[1891/58949] SKIPPED: tmp16xo8aos.wav
[1892/58949] SKIPPED: tmp16yjcz5s.wav
[1893/58949] SKIPPED: tmp16zu_3et.wav
[1894/58949] SKIPPED: tmp171gwnyq.wav
[1895/58949] SKIPPED: tmp1720c3_9.wav
[1896/58949] SKIPPED: tmp172efl2h.wav
[1897/58949] SKIPPED: tmp172u5b2v.wav
[1898/58949] SKIPPED: tmp172xcleh.wav
[1899/58949] SKIPPED: tmp1733dnv6.wav
[1900/58949] SKIPPED: tmp173989n5.wav
[1901/58949] SKIPPED: tmp173toyq0.wav
[1902/58949] SKIPPED: tmp175gz4ds.wav
[1903/58949] SKIPPED: tmp1775g503.wav
[1904/58949] SKIPPED: tmp1780oqjy.wav
[1905/58949] SKIPPED: tmp17asgbli.wav
[1906/58949] SKIPPED: tmp17de5eom.wav
[1907/58949] SKIPPED: tmp17dnd1__.wav
[1908/58949] SKIPPED: tmp17dz1k4i.wav
[1909/58949] SKIPPED: tmp17ewt67a.wav
[1910/58949] SKIPPED: tmp17fgs7k0.wav
[1911/58949] SKIPPED: tmp17ifbd27.wav
[1912/58949] SKIPPED: tmp17j7646x.wav
[1913/58949] SKIPPED: tmp17j9kzpv.wav
[1914/58949] SKIPPED: tmp17je1d2c.wav
[1915/58949] SKIPPED: tmp17k7jxx9.wav
[1916/58949] SKIPPED: tmp17m41kmh.wav
[1917/58949] SKIPPED: tmp17mhqixo.wav
[1918/58949] SKIPPED: tmp17ni1bxk.wav
[1919/58949] SKIPPED: tmp17oumzlk.wav
[1920/58949] SKIPPED: tmp17pnbbf6.wav
[1921/58949] SKIPPED: tmp17qg4qmx.wav
[1922/58949] SKIPPED: tmp17qkdfmw.wav
[1923/58949] SKIPPED: tmp17qr74l1.wav
[1924/58949] SKIPPED: tmp17r7fwef.wav
[1925/58949] SKIPPED: tmp17solsxg.wav
[1926/58949] SKIPPED: tmp17uozvck.wav
[1927/58949] SKIPPED: tmp17vrgo51.wav
[1928/58949] SKIPPED: tmp17vzweke.wav
[1929/58949] SKIPPED: tmp17wz9s3r.wav
[1930/58949] SKIPPED: tmp17x3x0zd.wav
[1931/58949] SKIPPED: tmp17x81mk7.wav
[1932/58949] SKIPPED: tmp17xpu0_s.wav
[1933/58949] SKIPPED: tmp17y9o3z2.wav
[1934/58949] SKIPPED: tmp17ybb04n.wav
[1935/58949] SKIPPED: tmp17zbvpbd.wav
[1936/58949] SKIPPED: tmp17zqeqbu.wav
[1937/58949] SKIPPED: tmp180wp6tb.wav
[1938/58949] SKIPPED: tmp1829yxat.wav
[1939/58949] SKIPPED: tmp183igibg.wav
[1940/58949] SKIPPED: tmp183lm10v.wav
[1941/58949] SKIPPED: tmp184e8sjb.wav
[1942/58949] SKIPPED: tmp184r2zyc.wav
[1943/58949] SKIPPED: tmp185t27p_.wav
[1944/58949] SKIPPED: tmp186m1ed7.wav
[1945/58949] SKIPPED: tmp187tpmox.wav
[1946/58949] SKIPPED: tmp189djycy.wav
[1947/58949] SKIPPED: tmp189lsb78.wav
[1948/58949] SKIPPED: tmp18a1c4o1.wav
[1949/58949] SKIPPED: tmp18awxqr3.wav
[1950/58949] SKIPPED: tmp18b46igl.wav
[1951/58949] SKIPPED: tmp18b7yfrz.wav
[1952/58949] SKIPPED: tmp18b90q2i.wav
[1953/58949] SKIPPED: tmp18bxs9pb.wav
[1954/58949] SKIPPED: tmp18cnzyha.wav
[1955/58949] SKIPPED: tmp18eutk2w.wav
[1956/58949] SKIPPED: tmp18gjoadi.wav
[1957/58949] SKIPPED: tmp18gt5wpg.wav
[1958/58949] SKIPPED: tmp18gtc2a0.wav
[1959/58949] SKIPPED: tmp18i2lpmq.wav
[1960/58949] SKIPPED: tmp18k90sqa.wav
[1961/58949] SKIPPED: tmp18nl_ncz.wav
[1962/58949] SKIPPED: tmp18ob1gke.wav
[1963/58949] SKIPPED: tmp18pr7vzj.wav
[1964/58949] SKIPPED: tmp18qblst5.wav
[1965/58949] SKIPPED: tmp18r5hcds.wav
[1966/58949] SKIPPED: tmp18s_audn.wav
[1967/58949] SKIPPED: tmp18tbesvu.wav
[1968/58949] SKIPPED: tmp18w6rf6t.wav
[1969/58949] SKIPPED: tmp18wa394h.wav
[1970/58949] SKIPPED: tmp18wm13in.wav
[1971/58949] SKIPPED: tmp18wunmgh.wav
[1972/58949] SKIPPED: tmp18wviu_l.wav
[1973/58949] SKIPPED: tmp18ydy9xu.wav
[1974/58949] SKIPPED: tmp18yjn1gx.wav
[1975/58949] SKIPPED: tmp18z8ru8o.wav
[1976/58949] SKIPPED: tmp18z91dxo.wav
[1977/58949] SKIPPED: tmp18zukofu.wav
[1978/58949] SKIPPED: tmp191kjylp.wav
[1979/58949] SKIPPED: tmp191xwk50.wav
[1980/58949] SKIPPED: tmp194aadxb.wav
[1981/58949] SKIPPED: tmp194grn3_.wav
[1982/58949] SKIPPED: tmp195_kw20.wav
[1983/58949] SKIPPED: tmp196fmsvz.wav
[1984/58949] SKIPPED: tmp196gt3db.wav
[1985/58949] SKIPPED: tmp196gx2wu.wav
[1986/58949] SKIPPED: tmp197m3vls.wav
[1987/58949] SKIPPED: tmp197yqe6h.wav
[1988/58949] SKIPPED: tmp1982jh09.wav
[1989/58949] SKIPPED: tmp19appqil.wav
[1990/58949] SKIPPED: tmp19bjtm9t.wav
[1991/58949] SKIPPED: tmp19bmybc1.wav
[1992/58949] SKIPPED: tmp19bnwz6d.wav
[1993/58949] SKIPPED: tmp19brwdnw.wav
[1994/58949] SKIPPED: tmp19cp01x7.wav
[1995/58949] SKIPPED: tmp19cp0_4o.wav
[1996/58949] SKIPPED: tmp19dfu6_d.wav
[1997/58949] SKIPPED: tmp19djh_e4.wav
[1998/58949] SKIPPED: tmp19dlhixd.wav
[1999/58949] SKIPPED: tmp19e5sujq.wav
[2000/58949] SKIPPED: tmp19ecq50q.wav
[2001/58949] SKIPPED: tmp19eiax30.wav
[2002/58949] SKIPPED: tmp19fz4l3p.wav
[2003/58949] SKIPPED: tmp19gzf2zi.wav
[2004/58949] SKIPPED: tmp19hoi72a.wav
[2005/58949] SKIPPED: tmp19iov246.wav
[2006/58949] SKIPPED: tmp19khlqbm.wav
[2007/58949] SKIPPED: tmp19kmb3pk.wav
[2008/58949] SKIPPED: tmp19kxyqn0.wav
[2009/58949] SKIPPED: tmp19lww92z.wav
[2010/58949] SKIPPED: tmp19m7i6px.wav
[2011/58949] SKIPPED: tmp19n3eq10.wav
[2012/58949] SKIPPED: tmp19nbf3q8.wav
[2013/58949] SKIPPED: tmp19o1jful.wav
[2014/58949] SKIPPED: tmp19p0uxjk.wav
[2015/58949] SKIPPED: tmp19p3nlkv.wav
[2016/58949] SKIPPED: tmp19pqzp5o.wav
[2017/58949] SKIPPED: tmp19q99buc.wav
[2018/58949] SKIPPED: tmp19r46wvu.wav
[2019/58949] SKIPPED: tmp19rjt51v.wav
[2020/58949] SKIPPED: tmp19ruo1lh.wav
[2021/58949] SKIPPED: tmp19rxiw94.wav
[2022/58949] SKIPPED: tmp19s6nqrg.wav
[2023/58949] SKIPPED: tmp19sj1n3y.wav
[2024/58949] SKIPPED: tmp19tfqc0s.wav
[2025/58949] SKIPPED: tmp19v6pew9.wav
[2026/58949] SKIPPED: tmp19xnvjw2.wav
[2027/58949] SKIPPED: tmp19xpswvr.wav
[2028/58949] SKIPPED: tmp19ziqjfa.wav
[2029/58949] SKIPPED: tmp19zlcbc4.wav
[2030/58949] SKIPPED: tmp19_g2_p8.wav
[2031/58949] SKIPPED: tmp1a0sv4e_.wav
[2032/58949] SKIPPED: tmp1a1p5ho5.wav
[2033/58949] SKIPPED: tmp1a3la447.wav
[2034/58949] SKIPPED: tmp1a4af_64.wav
[2035/58949] SKIPPED: tmp1a5y4znm.wav
[2036/58949] SKIPPED: tmp1a6ukkuz.wav
[2037/58949] SKIPPED: tmp1a7a953y.wav
[2038/58949] SKIPPED: tmp1a8376su.wav
[2039/58949] SKIPPED: tmp1a94gu1k.wav
[2040/58949] SKIPPED: tmp1a9h2h_d.wav
[2041/58949] SKIPPED: tmp1acz54ha.wav
[2042/58949] SKIPPED: tmp1adyn4ze.wav
[2043/58949] SKIPPED: tmp1aeewv2j.wav
[2044/58949] SKIPPED: tmp1af_1xtt.wav
[2045/58949] SKIPPED: tmp1ahdu2mc.wav
[2046/58949] SKIPPED: tmp1ai5wiz4.wav
[2047/58949] SKIPPED: tmp1aivl2_q.wav
[2048/58949] SKIPPED: tmp1ajh_j3f.wav
[2049/58949] SKIPPED: tmp1ak8bmhn.wav
[2050/58949] SKIPPED: tmp1al1hd0n.wav
[2051/58949] SKIPPED: tmp1alokntd.wav
[2052/58949] SKIPPED: tmp1alzm3s3.wav
[2053/58949] SKIPPED: tmp1an2y9sq.wav
[2054/58949] SKIPPED: tmp1an4d8k3.wav
[2055/58949] SKIPPED: tmp1anbwnzs.wav
[2056/58949] SKIPPED: tmp1ao3iy8w.wav
[2057/58949] SKIPPED: tmp1aoouwwe.wav
[2058/58949] SKIPPED: tmp1apg0w46.wav
[2059/58949] SKIPPED: tmp1aqe6115.wav
[2060/58949] SKIPPED: tmp1aqk5qfe.wav
[2061/58949] SKIPPED: tmp1as5z8d5.wav
[2062/58949] SKIPPED: tmp1aumwwqg.wav
[2063/58949] SKIPPED: tmp1azv6uzi.wav
